|step|customer|age|gender|zipcodeOri|merchant|zipMerchant|category|amount|fraud
164466|57|'C1355090926'|'3'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|339.69|1
210632|72|'C1355090926'|'3'|'F'|'28007'|'M1353266412'|'28007'|'es_hotelservices'|368.76|1
428684|135|'C1355090926'|'3'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|230.58|1
545423|166|'C1355509614'|'4'|'M'|'28007'|'M547558035'|'28007'|'es_fashion'|545.88|1
20433|8|'C1358079072'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|656.54|1
24263|9|'C1358079072'|'2'|'M'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|456.64|1
572876|174|'C1358079072'|'2'|'M'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|173.77|1
63643|24|'C1359606474'|'3'|'F'|'28007'|'M923029380'|'28007'|'es_home'|894.65|1
261950|87|'C1360225709'|'5'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|71.29|1
75104|28|'C1360265061'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|90.33|1
539352|165|'C1360265061'|'2'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|161.25|1
551003|168|'C1360265061'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|57.01|1
8621|3|'C1360481565'|'5'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|60.58|1
65170|24|'C1360481565'|'5'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|527.87|1
457630|142|'C1360481565'|'5'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|8.19|1
120274|43|'C1360806205'|'4'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|568.49|1
468896|146|'C1361248894'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|328.95|1
156919|55|'C136606306'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|115.16|1
260222|86|'C136606306'|'4'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|313.26|1
260321|86|'C136606306'|'4'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|714.97|1
5582|2|'C1367581052'|'4'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|38.2|1
23416|9|'C1367581052'|'4'|'M'|'28007'|'M857378720'|'28007'|'es_hotelservices'|378.11|1
30908|12|'C1367581052'|'4'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|201.0|1
101193|37|'C1367581052'|'4'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|46.08|1
126347|45|'C1367581052'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|853.54|1
205904|70|'C1367581052'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|657.28|1
539282|165|'C1367581052'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|394.1|1
397165|126|'C1368210201'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|747.39|1
23215|9|'C1370669821'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|100.02|1
40494|15|'C1370669821'|'2'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|13.21|1
529316|162|'C1370669821'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|768.77|1
54456|20|'C1372042334'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|420.48|1
66911|25|'C1372042334'|'1'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|596.13|1
163557|57|'C1372042334'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|264.66|1
289957|95|'C1372042334'|'1'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|398.27|1
118980|42|'C1372889664'|'5'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|217.91|1
504926|155|'C1372889664'|'5'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|474.48|1
418577|132|'C1375316332'|'1'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|730.57|1
469530|146|'C1375316332'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|396.67|1
511087|157|'C1375316332'|'1'|'F'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|382.52|1
565637|172|'C1375316332'|'1'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|61.48|1
104313|38|'C1375956198'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|343.02|1
159612|56|'C1375956198'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|590.58|1
280544|92|'C1375956198'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|1068.04|1
281950|93|'C1375956198'|'3'|'F'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|14.26|1
350578|113|'C1375956198'|'3'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|61.45|1
462627|144|'C1376256048'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|175.34|1
493936|152|'C1376256048'|'3'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2168.62|1
144715|51|'C137688853'|'4'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|247.14|1
342850|110|'C137688853'|'4'|'M'|'28007'|'M547558035'|'28007'|'es_fashion'|264.99|1
458751|143|'C137688853'|'4'|'M'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|706.83|1
592501|179|'C137688853'|'4'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|483.1|1
209745|71|'C1381700589'|'4'|'M'|'28007'|'M480139044'|'28007'|'es_health'|195.28|1
40525|15|'C1382187685'|'1'|'F'|'28007'|'M547558035'|'28007'|'es_fashion'|4.35|1
98204|36|'C1382187685'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|246.18|1
255776|85|'C1382187685'|'1'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|1782.46|1
375944|120|'C1382187685'|'1'|'F'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|134.63|1
458049|143|'C1382187685'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|358.08|1
510371|157|'C1382187685'|'1'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|465.11|1
586862|177|'C1382480007'|'4'|'F'|'28007'|'M547558035'|'28007'|'es_fashion'|24.95|1
34932|13|'C1383269171'|'1'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|313.64|1
42453|16|'C1383269171'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|157.97|1
52108|19|'C1383269171'|'1'|'F'|'28007'|'M923029380'|'28007'|'es_home'|792.73|1
52387|20|'C1383269171'|'1'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|298.5|1
59999|22|'C1383269171'|'1'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|168.04|1
82079|30|'C1383269171'|'1'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|20.72|1
88066|32|'C1383269171'|'1'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|138.63|1
124623|44|'C1383269171'|'1'|'F'|'28007'|'M923029380'|'28007'|'es_home'|666.65|1
148282|52|'C1383269171'|'1'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|166.3|1
153557|54|'C1383269171'|'1'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|417.31|1
206901|70|'C1383269171'|'1'|'F'|'28007'|'M857378720'|'28007'|'es_hotelservices'|582.11|1
343564|111|'C1383269171'|'1'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|341.73|1
437698|137|'C1383269171'|'1'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|267.86|1
41537|16|'C1385354747'|'4'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|26.44|1
492573|152|'C1385354747'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|704.12|1
509249|156|'C1385406679'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|438.93|1
353847|114|'C1386324281'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|277.76|1
489162|151|'C1387070447'|'2'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|509.09|1
523218|160|'C1388933025'|'2'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|136.17|1
49217|18|'C1389188684'|'5'|'M'|'28007'|'M480139044'|'28007'|'es_health'|120.18|1
131872|47|'C1389188684'|'5'|'M'|'28007'|'M480139044'|'28007'|'es_health'|197.01|1
216558|73|'C1389188684'|'5'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|318.29|1
295304|97|'C1389188684'|'5'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|329.12|1
296375|97|'C1389188684'|'5'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|662.87|1
297763|97|'C1389188684'|'5'|'M'|'28007'|'M480139044'|'28007'|'es_health'|149.35|1
337611|109|'C1389188684'|'5'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|9.26|1
183840|63|'C1392676510'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|17.56|1
316767|103|'C1392676510'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|328.56|1
135691|48|'C1394454342'|'1'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|3491.53|1
287892|95|'C1394454342'|'1'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|512.51|1
123866|44|'C1394467199'|'3'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|313.02|1
311846|102|'C1394467199'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|413.81|1
345854|111|'C1394467199'|'3'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|45.46|1
377895|120|'C1394467199'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|344.16|1
441739|138|'C1394467199'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|741.99|1
103370|37|'C1398865038'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|4076.42|1
117464|42|'C1398865038'|'3'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|237.5|1
121576|43|'C1398865038'|'3'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|123.33|1
193550|66|'C1398865038'|'3'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|363.14|1
248576|83|'C1398865038'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|7.93|1
516086|158|'C1398865038'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|421.67|1
432820|136|'C1401244511'|'3'|'M'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|37.34|1
400867|127|'C1402369177'|'2'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|901.31|1
452567|141|'C1402369177'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|383.25|1
586159|177|'C1402369177'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|247.15|1
588656|178|'C1402369177'|'2'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|367.23|1
226981|77|'C1404665203'|'1'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|623.92|1
54857|20|'C1404684380'|'5'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|876.23|1
75215|28|'C1404684380'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|1174.68|1
102658|37|'C1404684380'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|408.29|1
113547|41|'C1404684380'|'5'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|58.68|1
485081|150|'C1404684380'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|665.33|1
181753|63|'C140648396'|'3'|'F'|'28007'|'M547558035'|'28007'|'es_fashion'|188.22|1
222464|75|'C140648396'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2220.77|1
234317|79|'C140648396'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|480.55|1
265954|88|'C140648396'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|396.11|1
297067|97|'C140648396'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|1242.08|1
545716|166|'C140648396'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|46.16|1
189059|65|'C1407087523'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|252.79|1
476975|148|'C1407087523'|'4'|'F'|'28007'|'M923029380'|'28007'|'es_home'|290.69|1
427041|134|'C140804810'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|350.98|1
32775|12|'C1410823375'|'2'|'M'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|10.99|1
43715|16|'C1410823375'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|89.71|1
122720|44|'C1410823375'|'2'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|255.4|1
216941|73|'C1410823375'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|47.54|1
374215|119|'C1410823375'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|83.17|1
501753|154|'C1410823375'|'2'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|321.98|1
380145|121|'C1413412440'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|4997.46|1
566237|172|'C1413412440'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|184.71|1
55958|21|'C1413774656'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|6161.03|1
254922|85|'C1413774656'|'2'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|324.08|1
533491|163|'C1413774656'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|12.07|1
60490|23|'C1420354861'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|260.61|1
137801|49|'C1420354861'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|636.91|1
213759|73|'C1420354861'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|93.9|1
269174|89|'C1420354861'|'2'|'F'|'28007'|'M547558035'|'28007'|'es_fashion'|521.97|1
19228|7|'C1423519115'|'1'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|154.79|1
148705|52|'C1423519115'|'1'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|485.28|1
243580|82|'C1423519115'|'1'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|71.66|1
338701|109|'C1423519115'|'1'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|333.36|1
190957|66|'C1423828273'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|121.85|1
238827|80|'C1423828273'|'2'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|267.81|1
248692|83|'C1423828273'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|420.5|1
334906|108|'C1423828273'|'2'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|168.89|1
87427|32|'C142595093'|'1'|'F'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|142.13|1
185347|64|'C142595093'|'1'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|254.1|1
262192|87|'C142595093'|'1'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|413.86|1
365150|117|'C142595093'|'1'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|420.7|1
367401|117|'C142595093'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|967.32|1
370037|118|'C142595093'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|94.53|1
418588|132|'C142595093'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|344.15|1
538421|164|'C142595093'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|327.7|1
576538|175|'C142595093'|'1'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|73.33|1
591740|179|'C142595093'|'1'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|346.63|1
274677|91|'C1426006139'|'4'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|228.32|1
526232|161|'C1426006139'|'4'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|384.3|1
19213|7|'C1427325535'|'1'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|353.57|1
43417|16|'C1427325535'|'1'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|125.09|1
65492|24|'C1427325535'|'1'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|21.83|1
180829|62|'C1427325535'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|30.4|1
240873|81|'C1427325535'|'1'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|440.35|1
318066|103|'C1427325535'|'1'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|247.72|1
360139|115|'C1428252955'|'1'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|1012.38|1
417097|131|'C1432191075'|'0'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|598.81|1
431737|135|'C1432312197'|'5'|'M'|'28007'|'M480139044'|'28007'|'es_health'|469.14|1
554918|169|'C1432312197'|'5'|'M'|'28007'|'M480139044'|'28007'|'es_health'|702.77|1
140685|50|'C1432825682'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|287.25|1
330414|107|'C1432825682'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|341.71|1
62810|23|'C1433092877'|'3'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|63.64|1
137983|49|'C1433092877'|'3'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|125.06|1
210633|72|'C1433092877'|'3'|'F'|'28007'|'M1353266412'|'28007'|'es_hotelservices'|122.28|1
291945|96|'C1433092877'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|229.63|1
537975|164|'C1433092877'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|7.91|1
3863|1|'C1434797923'|'3'|'M'|'28007'|'M857378720'|'28007'|'es_hotelservices'|396.36|1
24770|9|'C1434797923'|'3'|'M'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|296.92|1
49570|19|'C1434797923'|'3'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|96.63|1
423257|133|'C1434797923'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|1284.7|1
82734|30|'C143498560'|'4'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|1840.89|1
89619|33|'C143498560'|'4'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|420.1|1
104196|38|'C143498560'|'4'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|79.81|1
23665|9|'C1440340988'|'5'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|400.38|1
364223|116|'C1440340988'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|717.2|1
393709|125|'C1440340988'|'5'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|21.72|1
169537|59|'C1441133487'|'1'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|4001.67|1
185821|64|'C1441133487'|'1'|'M'|'28007'|'M480139044'|'28007'|'es_health'|148.54|1
520183|159|'C1441133487'|'1'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2379.53|1
527614|161|'C1441133487'|'1'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|476.46|1
545916|166|'C1441133487'|'1'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|154.89|1
489161|151|'C1445931696'|'4'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|972.15|1
54856|20|'C144835944'|'4'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|98.52|1
89433|33|'C144835944'|'4'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|4.45|1
199228|68|'C144835944'|'4'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|359.49|1
213433|72|'C144835944'|'4'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|257.12|1
235066|79|'C144835944'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|515.46|1
275568|91|'C144835944'|'4'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|294.86|1
453506|141|'C144835944'|'4'|'F'|'28007'|'M1353266412'|'28007'|'es_hotelservices'|594.24|1
535402|164|'C144835944'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|543.66|1
553|0|'C1450140987'|'4'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|220.11|1
2437|1|'C1450140987'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|255.14|1
2438|1|'C1450140987'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|21.93|1
6326|2|'C1450140987'|'4'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|272.16|1
53938|20|'C1450140987'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|660.8|1
75201|28|'C1450140987'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|248.93|1
95488|35|'C1450140987'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|481.91|1
159499|56|'C1450140987'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|647.11|1
174908|60|'C1450140987'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|527.31|1
181360|63|'C1450140987'|'4'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|354.96|1
185627|64|'C1450140987'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|553.46|1
213218|72|'C1450140987'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|642.27|1
266501|88|'C1450140987'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|128.91|1
310098|101|'C1450140987'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|235.82|1
315699|103|'C1450140987'|'4'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|452.53|1
417233|131|'C1450140987'|'4'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|16.32|1
522031|160|'C1450140987'|'4'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|158.0|1
577326|175|'C1450140987'|'4'|'F'|'28007'|'M1748431652'|'28007'|'es_wellnessandbeauty'|420.77|1
468395|145|'C1452053500'|'3'|'F'|'28007'|'M547558035'|'28007'|'es_fashion'|376.22|1
502772|155|'C1452053500'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|402.9|1
336602|109|'C145208657'|'2'|'M'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|43.64|1
383659|122|'C145208657'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|152.91|1
27399|10|'C1452504275'|'3'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|736.28|1
35004|13|'C1452504275'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|302.83|1
89512|33|'C1452504275'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|95.72|1
238560|80|'C1452504275'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|932.76|1
442517|138|'C1452504275'|'3'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|509.84|1
583004|176|'C1452504275'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|732.56|1
586397|177|'C1452504275'|'3'|'M'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|135.27|1
213261|72|'C1453917071'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|491.41|1
289066|95|'C1453917071'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|362.98|1
414569|131|'C1453917071'|'5'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|4.78|1
441160|138|'C1453917071'|'5'|'F'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|760.26|1
388146|123|'C1454671890'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|937.28|1
480735|149|'C1454671890'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|623.88|1
4743|1|'C1454826238'|'2'|'F'|'28007'|'M547558035'|'28007'|'es_fashion'|22.43|1
349499|112|'C1454826238'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|98.63|1
394102|125|'C1454826238'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|21.78|1
413883|130|'C1454826238'|'2'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|54.93|1
467248|145|'C1454826238'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|86.5|1
477474|148|'C1454826238'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|635.31|1
486044|150|'C1454826238'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|269.33|1
489912|151|'C1454826238'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|307.63|1
494584|153|'C1454826238'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|577.26|1
496599|153|'C1454826238'|'2'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|374.24|1
514299|158|'C1454826238'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|54.52|1
515729|158|'C1454826238'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|120.96|1
559371|170|'C1454826238'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|400.32|1
591739|179|'C1454826238'|'2'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|152.87|1
157179|55|'C1455309687'|'4'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|548.94|1
256595|85|'C1455309687'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|609.61|1
375768|120|'C1455309687'|'4'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|299.88|1
476214|148|'C1455309687'|'4'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|223.62|1
486026|150|'C1455309687'|'4'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|255.04|1
513103|158|'C1455309687'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|210.03|1
550593|168|'C1455309687'|'4'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|510.88|1
551431|168|'C1455309687'|'4'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|39.96|1
163052|57|'C1456029725'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|230.65|1
593005|179|'C1459810780'|'2'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|291.93|1
40359|15|'C1460082550'|'6'|'F'|'28007'|'M923029380'|'28007'|'es_home'|69.62|1
59027|22|'C1460082550'|'6'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|454.4|1
180812|62|'C1460082550'|'6'|'F'|'28007'|'M480139044'|'28007'|'es_health'|499.58|1
303567|99|'C1460082550'|'6'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|158.75|1
